iter	RMSE
245	3.347204191
246	3.337720195
247	3.336472784
248	3.334612676
249	3.318745021
250	3.308704351
251	3.29595885
252	3.294513834
253	3.286761219
254	3.285627546
255	3.276259134
256	3.263897475
257	3.250011312
258	3.248700957
259	3.241897372
260	3.240529635
261	3.232718681
262	3.21721417
263	3.210312478
264	3.209104903
265	3.203233974
266	3.189814632
267	3.186189919
268	3.185116571
269	3.17656446
270	3.175453364
271	3.163474396
272	3.16129536
273	3.155610515
274	3.147024222
275	3.146138876
276	3.145252004
277	3.132880518
278	3.122679488
279	3.115706304
280	3.11414241
281	3.101975097
282	3.100474602
283	3.09336271
284	3.083589783
285	3.076389907
286	3.062840582
287	3.053774986
288	3.053067548
289	3.051956817
290	3.043737577
291	3.034308767
292	3.021158784
293	3.01382208
294	3.007584322
295	2.995803199
296	2.99481117
297	2.993698451
298	2.984205722
299	2.979113174
300	2.973606475
301	2.964431802
302	2.9634503
303	2.957446879
304	2.956388809
305	2.948970836
306	2.937413146
307	2.931708753
308	2.920706737
309	2.912721082
310	2.912177636
311	2.909498942
312	2.900472456
313	2.896477617
314	2.895800141
315	2.881418551
316	2.878231415
317	2.872641355
318	2.871979494
319	2.87136777
320	2.87056033
321	2.866195427
322	2.865593749
323	2.85851821
324	2.857799612
325	2.84584077
326	2.845250369
327	2.839364242
328	2.838537589
329	2.832806519
330	2.822956569
331	2.816422354
332	2.811405832
333	2.810470561
334	2.804129797
335	2.794539563
336	2.788642975
337	2.781644055
338	2.775940451
339	2.774478392
340	2.76966253
341	2.768264414
342	2.762194119
343	2.755443477
344	2.754823551
345	2.743011282
346	2.727223046
347	2.711308515
348	2.704272364
349	2.698503055
350	2.690835673
351	2.681251806
352	2.675509196
353	2.66841866
354	2.667068775
355	2.666388616
356	2.66604417
357	2.665602745
358	2.664958931
359	2.662998297
360	2.662451717
361	2.65773066
362	2.647810057
363	2.64110676
364	2.634040772
365	2.621446844
366	2.612615214
367	2.608322987
368	2.59597905
369	2.586222437
370	2.579154125
371	2.570372158
372	2.564372599
373	2.563986152
374	2.553543563
375	2.541505695
376	2.537575016
377	2.537055864
378	2.53655958
379	2.531087284
380	2.5253462
381	2.518301099
382	2.504222545
383	2.498416745
384	2.495092351
385	2.489295175
386	2.483559667
387	2.475623416
388	2.4711651
389	2.461550075
390	2.454645622
391	2.451672421
392	2.440793426
393	2.436465836
394	2.430669435
395	2.425822245
396	2.423915092
397	2.417121497
398	2.413177289
399	2.412673079
400	2.408689058
401	2.405502589
402	2.392732781
403	2.385773591
404	2.385167191
405	2.384749599
406	2.376037113
407	2.369198413
408	2.362650872
409	2.362095789
410	2.358086535
411	2.349745333
412	2.349380816
413	2.344723587
414	2.340910598
415	2.33949972
416	2.328137956
417	2.327134823
418	2.32310476
419	2.32197581
420	2.317318255
421	2.312734708
422	2.303155151
423	2.295013209
424	2.287002288
425	2.285212044
426	2.28075533
427	2.275195015
428	2.273266576
429	2.265668253
430	2.261102699
431	2.260813976
432	2.260317235
433	2.26010869
434	2.251085773
435	2.250770038
436	2.250410907
437	2.2432302
438	2.236143461
439	2.228154234
440	2.221838939
441	2.215448765
442	2.20857075
443	2.201800644
444	2.201567822
445	2.193429985
446	2.184956997
447	2.179163038
448	2.173718321
449	2.16258893
450	2.158346772
451	2.151722425
452	2.143154497
453	2.135508923
454	2.133974374
455	2.127901288
456	2.127479507
457	2.120818836
458	2.120304655
459	2.114846995
460	2.114219113
461	2.11382205
462	2.113338609
463	2.107566019
464	2.100864648
465	2.095711018
466	2.089595184
467	2.089306057
468	2.08109723
469	2.075538334
470	2.069183457
471	2.06300593
472	2.056649715
473	2.054353681
474	2.049103135
475	2.047130504
476	2.044005094
477	2.038389275
478	2.032409398
479	2.024747385
480	2.023062246
481	2.017251629
482	2.011956431
483	2.006417529
484	2.000040441
485	1.995093913
486	1.991901129
487	1.985691172
488	1.979274655
489	1.971557143
490	1.96942093
491	1.962889894
492	1.95782466
493	1.952408372
494	1.944625457
495	1.940369237
496	1.934868735
497	1.926534926
498	1.920538508
499	1.91647702
500	1.910396485
501	1.907809858
502	1.902741595
503	1.897090829
504	1.889316449
505	1.884023003
506	1.876353111
507	1.869277481
508	1.868903135
509	1.862953369
510	1.860226592
511	1.859087256
512	1.856796782
513	1.852346207
514	1.84648428
515	1.844466461
516	1.844096469
517	1.837602635
518	1.834920017
519	1.832101447
520	1.825061517
521	1.819334653
522	1.815267597
523	1.811802073
524	1.811346281
525	1.805589746
526	1.801610865
527	1.798352313
528	1.793427292
529	1.793035958
530	1.788007789
531	1.783089001
532	1.780637649
533	1.77623298
534	1.771425395
535	1.766627027
536	1.762199527
537	1.754824753
538	1.752334167
539	1.749015548
540	1.742982692
541	1.742513291
542	1.737226263
543	1.732262159
544	1.728910727
545	1.726487042
546	1.72180253
547	1.71840995
548	1.713429111
549	1.71037737
550	1.709800501
551	1.70608463
552	1.699746914
553	1.696884219
554	1.694439186
555	1.694137035
556	1.688869
557	1.68230973
558	1.680214407
559	1.676788525
560	1.670258292
561	1.665459679
562	1.665257353
563	1.661882568
564	1.658242589
565	1.654527848
566	1.647540934
567	1.644353469
568	1.638955761
569	1.635511537
570	1.63042923
571	1.630078459
572	1.626482785
573	1.621819381
574	1.616572967
575	1.61355165
576	1.610359404
577	1.608547547
578	1.602378677
579	1.598938523
580	1.593089113
581	1.591481096
582	1.589866764
583	1.585742825
584	1.583636134
585	1.578725424
586	1.574315263
587	1.568419634
588	1.568147058
589	1.562290397
590	1.558567136
591	1.554568796
592	1.551791092
593	1.545755854
594	1.545527138
595	1.541361581
596	1.53797999
597	1.533082441
598	1.526247516
599	1.521276174
600	1.518563514
601	1.512605585
602	1.506481374
603	1.504181641
604	1.500433752
605	1.496342181
606	1.492460637
607	1.489171347
608	1.488836135
609	1.486209448
610	1.480763549
611	1.478475755
612	1.473324228
613	1.470214775
614	1.464696725
615	1.461720502
616	1.458634729
617	1.457832566
618	1.457252936
619	1.452093657
620	1.448474187
621	1.444767019
622	1.441585933
623	1.439181775
624	1.435042082
625	1.43094562
626	1.430782572
627	1.42474209
628	1.422087571
629	1.416972289
630	1.413770409
631	1.411944111
632	1.409017823
633	1.406071261
634	1.401280255
635	1.400333947
636	1.39808217
637	1.397843347
638	1.392730275
639	1.388281505
640	1.384770955
641	1.3806767
642	1.379492027
643	1.374790123
644	1.374223045
645	1.370330666
646	1.367298362
647	1.364231799
648	1.363627137
649	1.360466543
650	1.356542255
651	1.352787712
652	1.35236866
653	1.349408819
654	1.346894444
655	1.342917304
656	1.341568349
657	1.338290789
658	1.334957863
659	1.333196848
660	1.329987473
661	1.327102875
662	1.326638639
663	1.324248106
664	1.322107589
665	1.319119465
666	1.315478588
667	1.313160254
668	1.310001876
669	1.308046733
670	1.307122962
671	1.30554773
672	1.301305233
673	1.299291332
674	1.295649169
675	1.29250941
676	1.292158419
677	1.287365174
678	1.284348361
679	1.281209493
680	1.277409216
681	1.274044889
682	1.270634206
683	1.266684881
684	1.265676554
685	1.262648958
686	1.259546881
687	1.25632671
688	1.25391271
689	1.25027769
690	1.246973963
691	1.242248983
692	1.240055162
693	1.236853884
694	1.236555895
695	1.233736396
696	1.229819856
697	1.227487867
698	1.226652051
699	1.224112873
700	1.220405545
701	1.216550711
702	1.213738215
703	1.212499841
704	1.211822082
705	1.208770012
706	1.20811278
707	1.206877113
708	1.20656591
709	1.204834274
710	1.204484539
711	1.202241363
712	1.201269742
713	1.200842036
714	1.196932342
715	1.195146462
716	1.19171675
717	1.189089408
718	1.186447391
719	1.185899944
720	1.183044116
721	1.180863299
722	1.176628789
723	1.17266981
724	1.172448197
725	1.169788684
726	1.16915947
727	1.16853852
728	1.168271607
729	1.165284254
730	1.163553366
731	1.160044514
732	1.157242466
733	1.155330582
734	1.15247476
735	1.148497684
736	1.147916457
737	1.145696461
738	1.145357679
739	1.14230576
740	1.139339991
741	1.13923477
742	1.139081501
743	1.138314698
744	1.134235889
745	1.132083237
746	1.130143384
747	1.127768108
748	1.126313908
749	1.125665335
750	1.12427513
751	1.122717159
752	1.11975073
753	1.116637914
754	1.113386445
755	1.110102505
756	1.10945144
757	1.107305006
758	1.10536125
759	1.10220521
760	1.099630158
761	1.09854063
762	1.09714764
763	1.096499349
764	1.094345079
765	1.091678136
766	1.089042152
767	1.088648063
768	1.085848172
769	1.083615806
770	1.080783627
771	1.076845217
772	1.074398488
773	1.072562842
774	1.069904521
775	1.069587516
776	1.067985657
777	1.065167718
778	1.062803362
779	1.060020211
780	1.05746847
781	1.055080086
782	1.052476424
783	1.050582505
784	1.04908606
785	1.046416576
786	1.046030816
787	1.044291673
788	1.042613153
789	1.039923032
790	1.039502889
791	1.037687671
792	1.034044552
793	1.031397637
794	1.030718997
795	1.027814989
796	1.025981635
797	1.023565293
798	1.021733215
799	1.020032808
800	1.019683366
801	1.018628728
802	1.017308324
803	1.017014023
804	1.015407661
805	1.014137349
806	1.011307816
807	1.011173751
808	1.009009016
809	1.008797922
810	1.006087999
811	1.003048346
812	1.000042202
813	0.9998642355
814	0.997039701
815	0.9941758798
816	0.9929430048
817	0.9904217587
818	0.9876106148
819	0.9860910617
820	0.9859256266
821	0.9839178927
822	0.9814722785
823	0.9782247126
824	0.9778081757
825	0.9766684544
826	0.9754120765
827	0.9732766115
828	0.971755451
829	0.9694585096
830	0.9670714279
831	0.9652806433
832	0.963964583
833	0.9615561112
834	0.9603383898
835	0.960216391
836	0.9580775755
837	0.9556017953
838	0.953346323
839	0.9505129512
840	0.948210648
841	0.9480088954
842	0.9456884212
843	0.9419530994
844	0.94046936
845	0.9401877314
846	0.9367640007
847	0.9364422291
848	0.936248645
849	0.9346306138
850	0.9337211486
851	0.9334550282
852	0.9316453062
853	0.928861852
854	0.9260499839
855	0.9240750673
856	0.9223811999
857	0.9221556656
858	0.9218871199
859	0.9194501659
860	0.9173963389
861	0.9147605988
862	0.9145864894
863	0.9137069245
864	0.9134198572
865	0.912677786
866	0.9107733808
867	0.9082727397
868	0.9066626645
869	0.905514613
870	0.9034965601
871	0.9001881083
872	0.8979663195
873	0.8968137754
874	0.894824269
875	0.894603722
876	0.8913764503
877	0.8896753596
878	0.8882204528
879	0.8854973326
880	0.8840043297
881	0.8814700792
882	0.8812843194
883	0.8793156654
884	0.8789754739
885	0.8773220694
886	0.8763194694
887	0.875387412
888	0.8737214967
889	0.8725251433
890	0.872350408
891	0.8714238448
892	0.8700724812
893	0.8679271717
894	0.8665340017
895	0.8648336046
896	0.8627627785
897	0.8607386494
898	0.8590559359
899	0.8568444796
900	0.8557507995
901	0.8556121198
902	0.8543114116
903	0.8526377161
904	0.8524102866
905	0.8503034277
906	0.8488266343
907	0.847615236
908	0.8472055806
909	0.8457298522
910	0.8434422857
911	0.8433516819
912	0.8432167548
913	0.842081896
914	0.8408840442
915	0.8391238151
916	0.8369656017
917	0.8352596189
918	0.8336997263
919	0.8316930211
920	0.8309760205
921	0.8286815467
922	0.827346453
923	0.8256273557
924	0.824183309
925	0.8221906137
926	0.8197551937
927	0.8175258862
928	0.8172125932
929	0.815936071
930	0.8135630131
931	0.8129253682
932	0.810745282
933	0.8101922516
934	0.8083747706
935	0.8061180027
936	0.8044842343
937	0.8029792853
938	0.8025008934
939	0.8006800303
940	0.7995071658
941	0.7979268899
942	0.7964849994
943	0.794931617
944	0.793352936
945	0.7915118329
946	0.7908078175
947	0.7906684849
948	0.7905628943
949	0.790264885
950	0.7899978349
951	0.7885969231
952	0.7865648835
953	0.7853513663
954	0.7840282765
955	0.7830853868
956	0.7818196752
957	0.7806397093
958	0.779242912
959	0.779107031
960	0.7776705235
961	0.7762607546
962	0.7748926109
963	0.7739592417
964	0.7733777918
965	0.7717386403
966	0.7702546268
967	0.7686006409
968	0.7669439579
969	0.765005873
970	0.7634726902
971	0.7626522318
972	0.7616745796
973	0.7594749787
974	0.7585170094
975	0.7584440737
976	0.7565549415
977	0.755049836
978	0.754384145
979	0.7541247365
980	0.7519171396
981	0.7493919695
982	0.7477263225
983	0.7476295198
984	0.7468518013
985	0.7454267976
986	0.7430247245
987	0.7424633792
988	0.741958104
989	0.741674357
990	0.7411659889
991	0.7399235856
992	0.7387155855
993	0.7371825957
994	0.7356777911
995	0.7350308593
996	0.7327206033
997	0.7309691951
998	0.7297028867
999	0.7294647473
